FIPS,county,state,total.population.est,age.o65y.per,males.100.females.ratio,edu.o25y.high.school.grad.per,edu.o25y.bacherlor.or.higher.per,housing.units.vacant.per,race.white.per,race.black.per,race.native.american.per,race.asian.per,race.pacific.per,race.other.per,race.latino.per,rel.population.total.members.per,work.laborforce.civilian.is.unemployed.per,work.occupation.management.business.science.arts.per,work.occupation.service.per,work.occupation.sales.office.per,work.occupation.natural.ressources.construction.maintenance.per,work.occupation.production.transportation.per,work.class.of.worker.private.per,work.class.of.worker.gov.per,work.class.of.worker.self.employed.per,income.median.est,income.with.social.security.per,insurance.with.insurance.per,poverty.all.people.per,household.average.family.size.est,disability.is.per,residence.1y.ago.same.county.per,place.of.birth.foreign.per,foreign.born.place.latin.america.per,language.spoken.at.home.english.only.per,geo.density.population.ratio,geo.density.housing.ratio,health.general.practicioner.per.1000.ratio,votes.republicans.per,party.governor,voting.behavior
37123,Montgomery County,North Carolina,27601,0.179,94.3,0.3,0.145,0.34,0.64,0.18,0.00,0.02,0.00,0.02,0.15,0.564,0.105,0.266,0.176,0.173,0.14,0.245,0.764,0.17,0.061,32500,0.388,0.807,0.251,3.25,0.158,0.95,0.08,0.798,0.845,56.13,32.52,0.29,0.62,Rep,Swing
37125,Moore County,North Carolina,91743,0.236,92.4,0.258,0.325,0.17,0.77,0.12,0.01,0.01,0.00,0.05,0.06,0.491,0.08,0.386,0.204,0.212,0.096,0.102,0.749,0.16,0.09,50998,0.405,0.878,0.152,3.03,0.144,0.946,0.049,0.548,0.927,131.47,64.31,0.37,0.63,Rep,Swing
37127,Nash County,North Carolina,94722,0.155,92.5,0.339,0.192,0.13,0.52,0.38,0.01,0.01,0.00,0.04,0.06,0.506,0.119,0.296,0.167,0.253,0.097,0.186,0.795,0.148,0.056,42713,0.369,0.854,0.185,3.15,0.16,0.936,0.042,0.75,0.934,175.28,78.43,0.25,0.49,Rep,Swing
37129,New Hanover County,North Carolina,213091,0.152,93.2,0.221,0.369,0.15,0.77,0.14,0.00,0.01,0.00,0.04,0.05,0.407,0.089,0.388,0.195,0.255,0.082,0.08,0.794,0.126,0.078,50088,0.296,0.86,0.177,2.93,0.128,0.915,0.055,0.533,0.924,1112.57,543.73,0.50,0.50,Rep,Swing
37131,Northampton County,North Carolina,21011,0.22,93.7,0.359,0.113,0.25,0.39,0.57,0.00,0.00,0.00,0.05,0.02,0.566,0.159,0.274,0.223,0.177,0.109,0.216,0.721,0.229,0.046,30429,0.474,0.841,0.281,2.86,0.231,0.916,0.017,0.69,0.977,39.16,21.56,0.18,0.36,Rep,Swing
37133,Onslow County,North Carolina,183753,0.082,118.2,0.289,0.193,0.16,0.67,0.15,0.01,0.02,0.00,0.07,0.12,0.289,0.116,0.296,0.224,0.264,0.12,0.096,0.663,0.277,0.059,46335,0.211,0.879,0.146,3.21,0.156,0.854,0.041,0.466,0.909,240.91,97.29,0.41,0.66,Rep,Swing
37135,Orange County,North Carolina,138644,0.107,91.4,0.156,0.566,0.08,0.70,0.12,0.00,0.07,0.00,0.05,0.08,0.404,0.064,0.551,0.162,0.18,0.055,0.052,0.677,0.255,0.066,59290,0.224,0.905,0.158,3.04,0.083,0.863,0.129,0.323,0.833,348.39,141.46,1.35,0.23,Rep,Swing
37137,Pamlico County,North Carolina,12982,0.247,106.2,0.322,0.193,0.31,0.74,0.19,0.01,0.00,0.01,0.04,0.03,0.461,0.097,0.294,0.179,0.229,0.176,0.122,0.737,0.187,0.067,43444,0.463,0.852,0.136,2.81,0.212,0.911,0.029,0.537,0.944,38.57,22.49,0.23,0.62,Rep,Swing
37139,Pasquotank County,North Carolina,40018,0.148,96.2,0.299,0.194,0.14,0.55,0.37,0.00,0.01,0.00,0.04,0.04,0.445,0.101,0.314,0.185,0.243,0.141,0.116,0.708,0.245,0.046,45378,0.325,0.853,0.192,3.08,0.157,0.928,0.037,0.438,0.939,176.38,74.33,0.34,0.48,Rep,Swing
37141,Pender County,North Carolina,55166,0.166,100.1,0.312,0.212,0.26,0.74,0.17,0.00,0.00,0.00,0.03,0.06,0.462,0.098,0.292,0.177,0.238,0.161,0.132,0.767,0.149,0.082,44828,0.348,0.839,0.185,3.28,0.175,0.902,0.036,0.75,0.937,63.42,31.12,0.25,0.64,Rep,Swing
37143,Perquimans County,North Carolina,13498,0.237,90.2,0.35,0.163,0.22,0.72,0.24,0.00,0.00,0.00,0.03,0.02,0.516,0.127,0.337,0.16,0.22,0.17,0.113,0.651,0.236,0.107,44329,0.442,0.831,0.196,2.92,0.186,0.93,0.024,0.384,0.965,54.63,28.45,0.15,0.63,Rep,Swing
37145,Person County,North Carolina,39262,0.167,94.6,0.355,0.148,0.15,0.66,0.27,0.01,0.00,0.00,0.02,0.04,0.575,0.119,0.279,0.176,0.237,0.145,0.163,0.791,0.144,0.064,42105,0.365,0.87,0.199,3.04,0.184,0.966,0.028,0.813,0.954,100.08,46.35,0.28,0.58,Rep,Swing
37147,Pitt County,North Carolina,173798,0.11,89.3,0.252,0.296,0.11,0.56,0.34,0.00,0.02,0.00,0.04,0.06,0.463,0.121,0.372,0.214,0.23,0.077,0.106,0.758,0.2,0.041,41119,0.243,0.859,0.255,3.07,0.121,0.903,0.047,0.531,0.928,266.57,116.98,0.79,0.45,Rep,Swing
37149,Polk County,North Carolina,20327,0.27,93.2,0.272,0.313,0.24,0.88,0.05,0.00,0.00,0.00,0.02,0.06,0.607,0.088,0.33,0.182,0.241,0.115,0.132,0.768,0.126,0.105,46528,0.475,0.873,0.139,2.8,0.161,0.954,0.031,0.502,0.947,85.48,48.15,0.68,0.63,Rep,Swing
37151,Randolph County,North Carolina,142370,0.156,97.6,0.351,0.146,0.11,0.80,0.06,0.00,0.01,0.00,0.03,0.11,0.400,0.09,0.261,0.146,0.243,0.106,0.244,0.811,0.122,0.066,41947,0.342,0.832,0.176,3.1,0.137,0.964,0.066,0.819,0.888,181.94,78.24,0.32,0.77,Rep,Swing
37153,Richmond County,North Carolina,46046,0.154,95.2,0.365,0.129,0.12,0.58,0.32,0.02,0.00,0.00,0.03,0.06,0.604,0.138,0.266,0.188,0.219,0.128,0.199,0.775,0.171,0.054,32687,0.362,0.82,0.257,3.03,0.191,0.957,0.041,0.894,0.934,97.18,44.20,0.19,0.54,Rep,Swing
37155,Robeson County,North Carolina,134871,0.126,93.8,0.335,0.128,0.13,0.27,0.24,0.38,0.01,0.00,0.05,0.08,0.504,0.121,0.251,0.204,0.208,0.137,0.199,0.757,0.177,0.063,30608,0.34,0.801,0.316,3.44,0.174,0.959,0.05,0.796,0.919,142.09,55.26,0.28,0.51,Rep,Swing
37157,Rockingham County,North Carolina,92300,0.178,93.3,0.365,0.138,0.14,0.73,0.18,0.00,0.00,0.00,0.04,0.06,0.489,0.105,0.25,0.187,0.242,0.112,0.209,0.806,0.133,0.059,38126,0.405,0.871,0.187,2.96,0.177,0.958,0.036,0.742,0.941,163.20,77.13,0.26,0.64,Rep,Swing
37159,Rowan County,North Carolina,138361,0.159,97.7,0.328,0.176,0.14,0.73,0.16,0.00,0.01,0.00,0.03,0.08,0.514,0.115,0.287,0.181,0.226,0.124,0.182,0.807,0.134,0.058,43069,0.37,0.848,0.181,3.13,0.162,0.946,0.048,0.69,0.908,270.57,117.66,0.36,0.67,Rep,Swing
37161,Rutherford County,North Carolina,66865,0.19,94.4,0.318,0.161,0.22,0.84,0.10,0.00,0.01,0.00,0.03,0.04,0.619,0.122,0.271,0.18,0.198,0.113,0.238,0.804,0.129,0.065,35630,0.425,0.851,0.199,2.98,0.214,0.965,0.028,0.636,0.958,118.52,60.02,0.37,0.73,Rep,Swing
37163,Sampson County,North Carolina,63873,0.158,96.7,0.332,0.124,0.14,0.52,0.26,0.02,0.00,0.00,0.04,0.18,0.544,0.104,0.246,0.164,0.206,0.184,0.2,0.788,0.139,0.07,35490,0.371,0.815,0.255,3.32,0.189,0.939,0.095,0.958,0.842,67.61,28.76,0.39,0.58,Rep,Swing
37165,Scotland County,North Carolina,35932,0.153,97.9,0.34,0.159,0.14,0.45,0.38,0.10,0.01,0.00,0.06,0.03,0.493,0.155,0.311,0.203,0.229,0.078,0.179,0.772,0.171,0.056,30958,0.412,0.84,0.312,3.18,0.202,0.929,0.022,0.515,0.964,112.70,47.59,0.44,0.45,Rep,Swing
37167,Stanly County,North Carolina,60586,0.171,100.2,0.343,0.163,0.13,0.82,0.10,0.00,0.02,0.00,0.04,0.04,0.614,0.122,0.291,0.199,0.224,0.13,0.155,0.765,0.164,0.069,40910,0.366,0.865,0.177,2.96,0.167,0.951,0.032,0.599,0.943,153.35,68.89,0.30,0.74,Rep,Swing
37169,Stokes County,North Carolina,46661,0.182,95.9,0.381,0.135,0.13,0.91,0.04,0.00,0.00,0.00,0.02,0.03,0.361,0.093,0.298,0.175,0.186,0.121,0.22,0.785,0.143,0.072,40696,0.369,0.864,0.17,2.92,0.152,0.965,0.017,0.706,0.975,103.95,48.65,0.21,0.77,Rep,Swing
37171,Surry County,North Carolina,73170,0.183,96,0.311,0.149,0.13,0.85,0.04,0.00,0.01,0.00,0.02,0.10,0.423,0.069,0.277,0.184,0.221,0.139,0.179,0.797,0.138,0.062,36164,0.398,0.832,0.197,3.03,0.185,0.972,0.052,0.855,0.913,137.49,63.07,0.49,0.74,Rep,Swing
37173,Swain County,North Carolina,14163,0.18,92.6,0.312,0.159,0.39,0.64,0.02,0.26,0.01,0.00,0.11,0.02,0.257,0.077,0.29,0.282,0.221,0.099,0.108,0.688,0.24,0.071,33931,0.362,0.781,0.245,3.24,0.164,0.955,0.015,0.379,0.969,26.82,16.61,0.86,0.59,Rep,Swing
37175,Transylvania County,North Carolina,32928,0.276,94.3,0.284,0.297,0.29,0.89,0.04,0.00,0.01,0.00,0.05,0.03,0.572,0.069,0.31,0.245,0.207,0.135,0.103,0.721,0.167,0.111,45114,0.486,0.818,0.126,2.79,0.161,0.939,0.037,0.611,0.961,86.99,51.01,0.54,0.60,Rep,Swing
37177,Tyrrell County,North Carolina,4152,0.193,138.8,0.371,0.08,0.28,0.56,0.30,0.00,0.03,0.00,0.01,0.10,0.428,0.141,0.135,0.237,0.223,0.234,0.171,0.756,0.193,0.052,32361,0.472,0.788,0.218,3,0.198,0.874,0.075,0.593,0.875,10.67,5.15,0.00,0.57,Rep,Swing
37179,Union County,North Carolina,213422,0.109,97.8,0.252,0.334,0.06,0.73,0.12,0.00,0.02,0.00,0.03,0.11,0.371,0.077,0.385,0.148,0.254,0.099,0.115,0.83,0.113,0.055,65903,0.252,0.881,0.102,3.36,0.092,0.937,0.09,0.594,0.869,337.95,119.26,0.28,0.64,Rep,Swing
37181,Vance County,North Carolina,44829,0.157,88,0.376,0.114,0.17,0.41,0.49,0.00,0.00,0.00,0.03,0.07,0.518,0.122,0.23,0.236,0.233,0.098,0.203,0.749,0.206,0.044,33316,0.402,0.837,0.251,3.37,0.229,0.955,0.037,0.862,0.949,176.83,78.85,0.29,0.37,Rep,Swing
37183,Wake County,North Carolina,976019,0.095,94.8,0.168,0.489,0.07,0.61,0.20,0.00,0.06,0.00,0.04,0.10,0.393,0.064,0.493,0.145,0.235,0.061,0.066,0.801,0.151,0.048,67309,0.206,0.884,0.113,3.18,0.079,0.93,0.129,0.392,0.835,1168.58,470.31,0.43,0.38,Rep,Swing
37185,Warren County,North Carolina,20468,0.209,101.6,0.348,0.155,0.33,0.38,0.50,0.04,0.00,0.00,0.06,0.04,0.712,0.107,0.257,0.217,0.275,0.088,0.163,0.68,0.221,0.093,34254,0.469,0.837,0.241,3.17,0.239,0.922,0.031,0.62,0.961,47.77,27.42,0.14,0.33,Rep,Swing
37187,Washington County,North Carolina,12668,0.203,85.2,0.38,0.105,0.19,0.45,0.49,0.00,0.00,0.00,0.02,0.05,0.592,0.155,0.217,0.182,0.194,0.139,0.268,0.765,0.173,0.06,34538,0.388,0.863,0.218,3.06,0.233,0.981,0.026,0.958,0.968,36.39,18.54,0.23,0.42,Rep,Swing
37189,Watauga County,North Carolina,52240,0.137,99.4,0.204,0.383,0.39,0.92,0.01,0.00,0.01,0.00,0.04,0.03,0.379,0.095,0.354,0.255,0.246,0.084,0.061,0.693,0.228,0.073,37656,0.285,0.897,0.314,2.79,0.105,0.84,0.032,0.48,0.953,167.14,104.74,0.49,0.47,Rep,Swing
37191,Wayne County,North Carolina,124355,0.141,96.6,0.297,0.184,0.11,0.55,0.31,0.00,0.01,0.00,0.05,0.11,0.516,0.124,0.297,0.179,0.214,0.133,0.177,0.745,0.198,0.054,40390,0.329,0.851,0.223,3.12,0.165,0.93,0.073,0.736,0.878,224.84,96.08,0.38,0.55,Rep,Swing
37193,Wilkes County,North Carolina,68946,0.194,97.2,0.322,0.128,0.17,0.88,0.04,0.00,0.00,0.00,0.02,0.06,0.530,0.117,0.258,0.171,0.241,0.114,0.216,0.791,0.134,0.074,33232,0.417,0.851,0.233,2.98,0.185,0.974,0.04,0.753,0.943,91.41,43.77,0.23,0.77,Rep,Swing
37195,Wilson County,North Carolina,81581,0.159,90.6,0.33,0.18,0.10,0.48,0.38,0.00,0.01,0.00,0.04,0.10,0.515,0.101,0.299,0.183,0.23,0.112,0.176,0.815,0.14,0.043,39847,0.351,0.833,0.231,3.09,0.146,0.951,0.072,0.78,0.893,221.59,96.89,0.18,0.46,Rep,Swing
37197,Yadkin County,North Carolina,37971,0.177,97.1,0.343,0.119,0.11,0.85,0.03,0.00,0.00,0.00,0.02,0.10,0.512,0.083,0.26,0.165,0.225,0.128,0.221,0.812,0.114,0.073,37796,0.405,0.852,0.203,2.99,0.169,0.962,0.055,0.96,0.914,113.40,51.52,0.23,0.80,Rep,Swing
37199,Yancey County,North Carolina,17604,0.227,94.7,0.332,0.192,0.33,0.93,0.01,0.00,0.00,0.00,0.01,0.05,0.280,0.11,0.293,0.214,0.185,0.139,0.17,0.698,0.222,0.08,37484,0.43,0.833,0.217,2.78,0.195,0.954,0.031,0.643,0.951,56.31,35.37,0.45,0.65,Rep,Swing
38001,Adams County,North Dakota,2341,0.237,102.3,0.351,0.248,0.23,0.92,0.01,0.03,0.01,0.00,0.02,0.01,0.883,0.012,0.443,0.115,0.16,0.19,0.091,0.654,0.145,0.198,52118,0.395,0.912,0.096,2.53,0.128,0.921,0.018,0,0.957,2.37,1.40,2.99,0.75,Rep,Rep
38003,Barnes County,North Dakota,11097,0.198,99.1,0.313,0.255,0.12,0.94,0.01,0.01,0.02,0.00,0.01,0.02,0.942,0.024,0.357,0.188,0.183,0.137,0.135,0.663,0.211,0.122,53141,0.347,0.923,0.08,2.63,0.126,0.914,0.027,0.046,0.976,7.44,3.84,0.72,0.60,Rep,Rep
38005,Benson County,North Dakota,6794,0.122,106.1,0.325,0.146,0.24,0.42,0.00,0.55,0.00,0.00,0.02,0.02,0.676,0.061,0.381,0.202,0.15,0.119,0.148,0.592,0.275,0.13,41296,0.335,0.813,0.335,3.58,0.089,0.954,0.004,0.172,0.982,4.89,2.15,0.30,0.48,Rep,Rep
38007,Billings County,North Dakota,969,0.169,150.4,0.34,0.252,0.22,0.91,0.01,0.01,0.03,0.00,0.00,0.04,0.049,0.014,0.351,0.179,0.147,0.161,0.161,0.695,0.176,0.124,70469,0.292,0.882,0.103,2.78,0.068,0.85,0.053,0,0.906,0.84,0.45,0.00,0.83,Rep,Rep
38009,Bottineau County,North Dakota,6634,0.21,111.1,0.313,0.209,0.30,0.93,0.01,0.02,0.00,0.00,0.04,0.02,0.668,0.026,0.353,0.17,0.195,0.173,0.109,0.677,0.167,0.15,56349,0.34,0.902,0.085,2.65,0.124,0.932,0.022,0.347,0.976,3.98,2.60,0.47,0.72,Rep,Rep
38011,Bowman County,North Dakota,3221,0.201,93.9,0.3,0.221,0.20,0.94,0.00,0.01,0.00,0.00,0.01,0.04,0.800,0.018,0.318,0.171,0.192,0.231,0.088,0.716,0.166,0.114,66845,0.322,0.94,0.074,2.89,0.113,0.933,0.005,0.813,0.963,2.77,1.48,1.27,0.82,Rep,Rep
38013,Burke County,North Dakota,2208,0.17,121,0.308,0.196,0.26,0.93,0.00,0.01,0.00,0.00,0.00,0.05,1.513,0.023,0.327,0.167,0.17,0.208,0.128,0.708,0.145,0.14,60096,0.309,0.865,0.136,3.05,0.097,0.856,0.034,0.667,0.949,2.00,1.21,0.00,0.85,Rep,Rep
38015,Burleigh County,North Dakota,88223,0.14,98.6,0.245,0.34,0.04,0.91,0.01,0.04,0.01,0.00,0.04,0.02,0.548,0.023,0.385,0.156,0.24,0.127,0.092,0.765,0.179,0.054,65254,0.26,0.929,0.082,2.86,0.101,0.92,0.018,0.186,0.955,54.04,23.71,0.95,0.69,Rep,Rep
38017,Cass County,North Dakota,162500,0.105,101.6,0.206,0.368,0.06,0.89,0.03,0.01,0.03,0.00,0.04,0.02,0.557,0.032,0.379,0.163,0.245,0.092,0.121,0.829,0.126,0.045,53289,0.206,0.916,0.121,2.97,0.094,0.892,0.063,0.067,0.919,92.07,41.47,0.60,0.50,Rep,Rep
38019,Cavalier County,North Dakota,3890,0.261,101.5,0.276,0.177,0.25,0.96,0.00,0.01,0.00,0.00,0.04,0.00,0.732,0.008,0.435,0.084,0.204,0.146,0.13,0.646,0.16,0.19,66806,0.389,0.961,0.048,2.7,0.116,0.96,0.013,0.077,0.974,2.61,1.56,0.25,0.69,Rep,Rep
38021,Dickey County,North Dakota,5195,0.218,101,0.287,0.266,0.19,0.94,0.01,0.01,0.00,0.00,0.01,0.03,0.650,0.015,0.354,0.19,0.186,0.146,0.125,0.748,0.117,0.109,53750,0.358,0.915,0.082,2.9,0.097,0.906,0.019,0.072,0.94,4.59,2.32,0.19,0.70,Rep,Rep
38023,Divide County,North Dakota,2314,0.253,102.3,0.343,0.206,0.27,0.96,0.00,0.02,0.01,0.00,0.03,0.00,0.790,0.007,0.414,0.168,0.167,0.17,0.081,0.549,0.153,0.298,56042,0.363,0.907,0.079,2.59,0.161,0.948,0.053,0,0.962,1.84,1.18,0.97,0.72,Rep,Rep
38025,Dunn County,North Dakota,4195,0.165,112.5,0.343,0.196,0.35,0.83,0.00,0.10,0.01,0.00,0.05,0.03,0.464,0.043,0.313,0.185,0.16,0.18,0.161,0.65,0.168,0.163,69732,0.312,0.825,0.126,3.09,0.126,0.877,0.026,0.159,0.934,2.09,1.20,0.00,0.80,Rep,Rep
38027,Eddy County,North Dakota,2370,0.214,88.4,0.287,0.22,0.20,0.91,0.00,0.04,0.00,0.00,0.03,0.03,0.727,0.019,0.387,0.2,0.148,0.165,0.101,0.608,0.214,0.175,48583,0.348,0.927,0.137,2.74,0.115,0.931,0.01,0,0.971,3.76,2.10,0.00,0.65,Rep,Rep
38029,Emmons County,North Dakota,3463,0.268,100.8,0.369,0.153,0.24,0.97,0.00,0.00,0.00,0.00,0.05,0.00,0.506,0.036,0.392,0.162,0.203,0.174,0.069,0.582,0.178,0.228,44051,0.44,0.919,0.113,2.79,0.157,0.981,0.007,0,0.912,2.29,1.40,0.28,0.85,Rep,Rep
38031,Foster County,North Dakota,3366,0.223,98.9,0.314,0.188,0.18,0.96,0.00,0.01,0.01,0.00,0.01,0.01,0.935,0.013,0.316,0.158,0.216,0.135,0.174,0.696,0.129,0.163,55769,0.338,0.93,0.096,2.7,0.103,0.945,0.009,0,0.954,5.30,2.84,0.90,0.73,Rep,Rep
38033,Golden Valley County,North Dakota,1822,0.186,91.4,0.24,0.227,0.18,0.96,0.00,0.00,0.00,0.00,0.04,0.02,0.813,0.01,0.364,0.202,0.2,0.179,0.054,0.641,0.178,0.142,40179,0.346,0.863,0.1,3.04,0.156,0.912,0.001,0,0.992,1.82,0.98,0.00,0.84,Rep,Rep
38035,Grand Forks County,North Dakota,68979,0.111,105.7,0.247,0.33,0.07,0.86,0.02,0.03,0.02,0.00,0.05,0.04,0.531,0.036,0.352,0.194,0.249,0.11,0.095,0.737,0.22,0.04,48676,0.218,0.927,0.175,2.87,0.101,0.874,0.04,0.069,0.937,48.02,21.36,1.63,0.55,Rep,Rep
38037,Grant County,North Dakota,2362,0.277,98.2,0.382,0.171,0.34,0.97,0.00,0.01,0.00,0.00,0.01,0.01,0.682,0.034,0.475,0.149,0.142,0.112,0.123,0.524,0.133,0.328,44559,0.429,0.898,0.149,2.63,0.125,0.922,0.01,0.333,0.935,1.42,1.03,0.42,0.81,Rep,Rep
38039,Griggs County,North Dakota,2329,0.296,101.3,0.376,0.183,0.26,0.97,0.01,0.01,0.00,0.00,0.01,0.00,0.560,0.02,0.325,0.14,0.273,0.14,0.121,0.706,0.111,0.174,48355,0.406,0.916,0.08,2.69,0.127,0.945,0.014,0,0.979,3.29,1.99,0.83,0.68,Rep,Rep
38041,Hettinger County,North Dakota,2621,0.253,91.5,0.371,0.149,0.23,0.94,0.01,0.02,0.00,0.00,0.01,0.02,0.851,0.011,0.372,0.14,0.211,0.171,0.106,0.618,0.161,0.209,52169,0.429,0.927,0.088,2.66,0.135,0.864,0.005,0,0.964,2.31,1.26,0.00,0.82,Rep,Rep
38043,Kidder County,North Dakota,2430,0.209,111.1,0.326,0.195,0.36,0.95,0.00,0.00,0.00,0.00,0.00,0.05,0.791,0.009,0.413,0.114,0.215,0.166,0.092,0.586,0.162,0.251,54559,0.377,0.915,0.076,2.63,0.125,0.952,0.008,0.789,0.93,1.80,1.25,0.00,0.81,Rep,Rep
38045,LaMoure County,North Dakota,4113,0.244,109.4,0.317,0.211,0.18,0.98,0.00,0.00,0.00,0.00,0.02,0.01,0.638,0.019,0.37,0.14,0.197,0.153,0.14,0.636,0.141,0.204,54821,0.371,0.929,0.095,2.73,0.121,0.952,0.007,0.167,0.933,3.59,1.96,0.24,0.70,Rep,Rep
38047,Logan County,North Dakota,1945,0.287,94.1,0.393,0.127,0.24,0.97,0.00,0.00,0.00,0.00,0.02,0.01,0.604,0.022,0.382,0.189,0.157,0.187,0.085,0.584,0.118,0.278,51458,0.416,0.953,0.081,2.72,0.155,0.932,0.008,0,0.859,1.96,1.16,0.50,0.84,Rep,Rep
38049,McHenry County,North Dakota,5817,0.196,109.9,0.37,0.188,0.14,0.95,0.00,0.01,0.00,0.00,0.03,0.02,0.703,0.031,0.32,0.132,0.205,0.206,0.137,0.668,0.136,0.194,57386,0.334,0.915,0.129,2.76,0.125,0.918,0.01,0.525,0.97,3.10,1.62,0.37,0.74,Rep,Rep
38051,McIntosh County,North Dakota,2759,0.331,94.6,0.315,0.188,0.31,0.96,0.00,0.01,0.01,0.00,0.04,0.01,1.060,0.012,0.362,0.208,0.186,0.142,0.103,0.627,0.166,0.195,42277,0.467,0.963,0.117,2.55,0.176,0.97,0.012,0.25,0.799,2.83,1.90,0.71,0.77,Rep,Rep
38053,McKenzie County,North Dakota,9615,0.097,111.9,0.284,0.228,0.19,0.77,0.01,0.17,0.00,0.00,0.04,0.03,0.311,0.03,0.325,0.114,0.218,0.197,0.146,0.758,0.131,0.109,72794,0.206,0.804,0.137,3.53,0.09,0.917,0.008,0.208,0.949,3.48,1.43,0.16,0.80,Rep,Rep
38055,McLean County,North Dakota,9451,0.215,102.5,0.338,0.19,0.27,0.90,0.00,0.07,0.00,0.00,0.02,0.02,0.736,0.016,0.338,0.181,0.191,0.172,0.118,0.658,0.179,0.154,55686,0.347,0.909,0.116,2.67,0.101,0.909,0.012,0.229,0.963,4.48,2.75,0.33,0.74,Rep,Rep
38057,Mercer County,North Dakota,8633,0.167,107.3,0.297,0.206,0.20,0.94,0.00,0.03,0.00,0.00,0.02,0.02,0.952,0.032,0.285,0.161,0.205,0.199,0.15,0.803,0.131,0.066,72704,0.292,0.902,0.082,2.79,0.111,0.907,0.008,0.167,0.938,8.28,4.43,0.71,0.81,Rep,Rep
38059,Morton County,North Dakota,28985,0.148,103.4,0.302,0.26,0.07,0.91,0.01,0.04,0.00,0.00,0.04,0.02,0.708,0.032,0.347,0.172,0.233,0.12,0.128,0.755,0.157,0.086,62418,0.276,0.937,0.08,2.82,0.106,0.913,0.008,0.215,0.956,15.05,6.89,0.58,0.73,Rep,Rep
38061,Mountrail County,North Dakota,9253,0.114,122.1,0.297,0.22,0.30,0.64,0.00,0.26,0.01,0.00,0.05,0.06,0.640,0.047,0.334,0.205,0.19,0.133,0.137,0.582,0.272,0.121,68188,0.244,0.822,0.135,3.54,0.081,0.92,0.016,0.345,0.942,5.07,2.51,0.52,0.64,Rep,Rep
38063,Nelson County,North Dakota,3048,0.285,106.5,0.308,0.191,0.21,0.95,0.01,0.01,0.00,0.00,0.02,0.02,0.905,0.007,0.342,0.183,0.182,0.165,0.129,0.634,0.18,0.185,51085,0.425,0.907,0.084,2.49,0.124,0.931,0.016,0.204,0.985,3.10,1.97,0.64,0.61,Rep,Rep
38065,Oliver County,North Dakota,1819,0.206,107.9,0.303,0.175,0.19,0.92,0.00,0.04,0.00,0.00,0.01,0.03,0.597,0.036,0.385,0.133,0.181,0.204,0.097,0.6,0.163,0.226,60278,0.328,0.896,0.077,2.71,0.114,0.947,0.003,0,0.946,2.52,1.35,0.00,0.83,Rep,Rep
38067,Pembina County,North Dakota,7206,0.212,105.2,0.386,0.19,0.15,0.93,0.00,0.02,0.00,0.00,0.03,0.03,0.718,0.035,0.301,0.16,0.225,0.181,0.133,0.719,0.165,0.115,53504,0.373,0.924,0.064,2.69,0.134,0.944,0.045,0.182,0.958,6.44,3.46,0.13,0.71,Rep,Rep
38069,Pierce County,North Dakota,4395,0.238,102.1,0.332,0.152,0.12,0.96,0.01,0.02,0.00,0.00,0.02,0.01,0.570,0.009,0.322,0.189,0.201,0.184,0.103,0.724,0.089,0.184,42563,0.385,0.897,0.165,2.63,0.106,0.928,0.004,0.316,0.97,4.31,2.24,0.46,0.71,Rep,Rep
38071,Ramsey County,North Dakota,11566,0.183,103.8,0.302,0.23,0.13,0.85,0.00,0.10,0.01,0.00,0.04,0.02,0.767,0.012,0.349,0.173,0.263,0.117,0.099,0.73,0.182,0.085,50841,0.316,0.899,0.101,2.95,0.14,0.946,0.01,0.119,0.974,9.75,4.84,0.70,0.62,Rep,Rep
38073,Ransom County,North Dakota,5453,0.208,104.6,0.364,0.181,0.12,0.96,0.01,0.01,0.00,0.00,0.02,0.02,0.799,0.02,0.332,0.177,0.134,0.12,0.236,0.726,0.146,0.122,56500,0.364,0.943,0.093,2.86,0.144,0.93,0.01,0.288,0.97,6.32,3.10,0.73,0.52,Rep,Rep
38075,Renville County,North Dakota,2562,0.164,102.1,0.301,0.16,0.19,0.96,0.00,0.01,0.01,0.00,0.01,0.02,1.190,0.016,0.36,0.124,0.232,0.164,0.119,0.639,0.184,0.173,65125,0.273,0.947,0.074,3.12,0.094,0.907,0.028,0.342,0.961,2.92,1.43,0.81,0.78,Rep,Rep
38077,Richland County,North Dakota,16317,0.155,106.5,0.285,0.218,0.13,0.93,0.00,0.03,0.00,0.00,0.03,0.02,0.553,0.03,0.317,0.175,0.18,0.152,0.175,0.749,0.153,0.097,55390,0.281,0.944,0.108,2.85,0.095,0.905,0.016,0.055,0.965,11.36,5.31,0.74,0.64,Rep,Rep
38079,Rolette County,North Dakota,14498,0.102,96.5,0.218,0.209,0.13,0.20,0.01,0.77,0.00,0.00,0.03,0.00,0.394,0.048,0.375,0.209,0.208,0.126,0.082,0.443,0.466,0.087,33277,0.264,0.683,0.355,3.54,0.141,0.976,0.006,0.012,0.987,16.05,6.06,0.65,0.33,Rep,Rep
38081,Sargent County,North Dakota,3874,0.196,111,0.328,0.198,0.15,0.95,0.01,0.01,0.01,0.00,0.01,0.03,0.659,0.012,0.31,0.1,0.166,0.141,0.283,0.739,0.133,0.116,57125,0.325,0.957,0.058,2.75,0.115,0.941,0.023,0.337,0.967,4.51,2.38,0.00,0.55,Rep,Rep
